CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
03.303.999/0001-36;2021-03-31;1;DTCOM - DIRECT TO COMPANY S.A.;018597;ITR;103844;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103844
03.342.704/0001-30;2021-03-31;1;PETRORECÔNCAVO S.A.;025780;ITR;104502;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104502
03.378.521/0001-75;2021-03-31;1;LIGHT S.A.;019879;ITR;104105;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104105
03.467.321/0001-99;2021-03-31;1;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;014605;ITR;104096;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104096
03.538.833/0001-07;2021-03-31;1;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;020001;ITR;104239;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104239
03.758.318/0001-24;2021-03-31;1;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;018775;ITR;104542;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104542
03.767.538/0001-14;2021-03-31;1;BRAZILIAN SECURITIES CIA SECURITIZACAO;018759;ITR;103637;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103637
03.795.050/0001-09;2021-03-31;1;TERMOPERNAMBUCO S.A.;019852;ITR;103502;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103502
03.818.379/0001-30;2021-03-31;1;SABER SERVIÇOS EDUCACIONAIS S.A.;024490;ITR;104171;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104171
03.847.461/0001-92;2021-03-31;1;BRADESPAR S.A.;018724;ITR;103976;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103976
03.853.896/0001-40;2021-03-31;1;MARFRIG GLOBAL FOODS S.A.;020788;ITR;103777;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103777
03.953.509/0001-47;2021-03-31;1;CPFL GERACAO DE ENERGIA S.A.;018953;ITR;104068;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104068
03.983.431/0001-03;2021-03-31;1;EDP - ENERGIAS DO BRASIL S.A.;019763;ITR;103946;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103946
04.030.182/0001-02;2021-03-31;1;CABINDA PARTICIPACOES S.A.;019119;ITR;104364;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104364
04.031.213/0001-31;2021-03-31;1;CACONDE PARTICIPACOES S.A.;019135;ITR;104365;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104365
04.032.433/0001-80;2021-03-31;1;ATMA PARTICIPAÇÕES S.A.;019100;ITR;104501;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104501
04.038.763/0001-82;2021-03-31;1;CAIANDA PARTICIPACOES S.A.;019097;ITR;104362;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104362
04.065.791/0001-99;2021-03-31;1;SENIOR SOLUTION S.A.;022799;ITR;103412;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103412
04.069.709/0001-02;2021-03-31;1;BIONEXO S.A.;025925;ITR;104606;2021-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104606
04.089.570/0001-50;2021-03-31;1;ÁGUAS GUARIROBA S.A;023442;ITR;103910;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103910
04.128.563/0001-10;2021-03-31;1;AES TIETE ENERGIA SA;018970;ITR;103435;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103435
04.128.563/0001-10;2021-03-31;2;AES TIETE ENERGIA SA;018970;ITR;103991;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103991
04.149.454/0001-80;2021-03-31;1;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;019453;ITR;104049;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104049
04.172.213/0001-51;2021-03-31;1;CIA PIRATININGA DE FORCA E LUZ;019275;ITR;104072;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104072
04.200.649/0001-07;2021-03-31;1;COMPANHIA PROVINCIA DE SECURITIZACAO;019429;ITR;104345;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104345
04.233.319/0001-18;2021-03-31;1;NCF PARTICIPAÇÕES S/A;024015;ITR;104322;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104322
04.370.282/0001-70;2021-03-31;1;COPEL GERAÇÃO E TRANSMISSÃO S.A.;024740;ITR;104099;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104099
04.423.567/0001-21;2021-03-31;1;ENEVA S.A;021237;ITR;103937;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103937
04.437.534/0001-30;2021-03-31;1;UNIDAS S.A.;021555;ITR;103185;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103185
04.437.534/0001-30;2021-03-31;2;UNIDAS S.A.;021555;ITR;103220;2021-04-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103220
04.739.720/0001-24;2021-03-31;1;USINA TERMELÉTRICA PAMPA SUL S.A.;024945;ITR;104271;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104271
04.752.991/0001-10;2021-03-31;1;BIOMM S.A.;019305;ITR;104281;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104281
04.821.041/0001-08;2021-03-31;1;METALFRIO SOLUTIONS S.A.;020613;ITR;103902;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103902
04.895.728/0001-80;2021-03-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;ITR;103957;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103957
04.902.979/0001-44;2021-03-31;1;BCO AMAZONIA S.A.;000922;ITR;104479;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104479
04.912.242/0001-02;2021-03-31;1;PORTUENSE FERRAGENS S/A;009717;ITR;103745;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103745
04.913.711/0001-08;2021-03-31;1;BCO ESTADO DO PARA S.A.;001171;ITR;104245;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104245
04.986.320/0001-13;2021-03-31;1;SER EDUCACIONAL S.A.;023221;ITR;104163;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104163
04.992.714/0001-84;2021-03-31;1;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;024708;ITR;104272;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104272
05.197.443/0001-38;2021-03-31;1;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;024392;ITR;103894;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103894
05.336.882/0001-84;2021-03-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;ITR;104459;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104459
05.721.735/0001-28;2021-03-31;1;WILSON SONS LTD.;080047;ITR;103791;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103791
05.730.375/0001-20;2021-03-31;1;SMILES FIDELIDADE S.A.;024252;ITR;103072;2021-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103072
05.799.312/0001-20;2021-03-31;1;TERRA SANTA AGRO S.A.;020354;ITR;104517;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104517
05.878.397/0001-32;2021-03-31;1;ALIANSCE SONAE SHOPPING CENTERS S.A.;022357;ITR;103921;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103921
05.889.284/0001-32;2021-03-31;1;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;019470;ITR;104196;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104196
05.917.486/0001-40;2021-03-31;1;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;ITR;104544;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104544
05.917.486/0001-40;2021-03-31;2;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;025895;ITR;106354;2021-07-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106354
06.016.348/0001-53;2021-03-31;1;VENTOS DO SUL ENERGIA S.A.;024767;ITR;104397;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104397
06.047.087/0001-39;2021-03-31;1;REDE D'OR SÃO LUIZ S.A.;024821;ITR;104392;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104392
06.057.223/0001-71;2021-03-31;1;SENDAS DISTRIBUIDORA S.A.;025372;ITR;103367;2021-05-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103367
06.164.253/0001-87;2021-03-31;1;GOL LINHAS AEREAS INTELIGENTES S.A.;019569;ITR;103156;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103156
06.272.793/0001-84;2021-03-31;1;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;016608;ITR;103932;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103932
06.347.409/0001-65;2021-03-31;1;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;025410;ITR;104086;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104086
06.626.253/0001-51;2021-03-31;1;EMPREENDIMENTOS PAGUE MENOS S.A.;022608;ITR;103306;2021-05-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103306
06.948.969/0001-75;2021-03-31;1;LINX S.A.;023035;ITR;104509;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104509
06.948.969/0001-75;2021-03-31;2;LINX S.A.;023035;ITR;104516;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104516
06.977.745/0001-91;2021-03-31;1;BR MALLS PARTICIPACOES S.A.;019909;ITR;104078;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104078
06.977.751/0001-49;2021-03-31;1;BR PROPERTIES S.A.;019925;ITR;103413;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103413
06.981.176/0001-58;2021-03-31;1;CEMIG GERACAO E TRANSMISSAO S.A.;020320;ITR;104328;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104328
06.981.180/0001-16;2021-03-31;1;CEMIG DISTRIBUICAO S.A.;020303;ITR;104335;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104335
07.040.108/0001-57;2021-03-31;1;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;018546;ITR;103904;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103904
07.040.108/0001-57;2021-03-31;2;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;018546;ITR;104244;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104244
07.040.108/0001-57;2021-03-31;3;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;018546;ITR;104608;2021-05-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104608
07.043.628/0001-13;2021-03-31;1;CLARO TELECOM PARTICIPAÇÕES S.A.;023531;ITR;104067;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104067
07.047.251/0001-70;2021-03-31;1;CIA ENERGETICA DO CEARA - COELCE;014869;ITR;103256;2021-04-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103256
07.119.838/0001-48;2021-03-31;1;BRAZIL REALTY CIA SECURIT. CRÉD. IMOBILIÁRIOS;019720;ITR;104035;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104035
07.206.816/0001-15;2021-03-31;1;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;020338;ITR;103574;2021-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103574
07.237.373/0001-20;2021-03-31;1;BCO NORDESTE DO BRASIL S.A.;001228;ITR;104025;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104025
07.253.321/0001-47;2021-03-31;1;CARBOMIL SA MINER. E INDUSTRIA;014168;ITR;104177;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104177
07.275.159/0001-68;2021-03-31;1;PETROLEO LUB DO NORDESTE SA;009520;ITR;103741;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103741
07.282.377/0001-20;2021-03-31;1;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;024864;ITR;104128;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104128
07.334.600/0001-35;2021-03-31;1;MARINA DE IRACEMA PARK SA;016268;ITR;103647;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103647
07.401.436/0001-31;2021-03-31;1;ELDORADO BRASIL CELULOSE S.A.;022810;ITR;104293;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104293
07.415.333/0001-20;2021-03-31;1;SIMPAR S.A.;025003;ITR;103526;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103526
07.437.016/0001-05;2021-03-31;1;CINESYSTEM S.A.;023965;ITR;104262;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104262
07.526.557/0001-00;2021-03-31;1;AMBEV S.A.;023264;ITR;103453;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103453
07.587.384/0001-30;2021-03-31;1;PLANETA SECURITIZADORA S.A.;020222;ITR;104434;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104434
07.594.978/0001-78;2021-03-31;1;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;024260;ITR;104381;2021-05-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104381
07.594.978/0001-78;2021-03-31;2;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;024260;ITR;106047;2021-06-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=106047
07.628.528/0001-59;2021-03-31;1;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;020036;ITR;103629;2021-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103629
07.659.538/0001-51;2021-03-31;1;DINAMICA ENERGIA S.A.;020052;ITR;104044;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104044
07.689.002/0001-89;2021-03-31;1;EMBRAER S.A.;020087;ITR;103155;2021-04-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103155
07.718.269/0001-57;2021-03-31;1;SPRINGS GLOBAL PARTICIPACOES S.A.;020966;ITR;104160;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104160
07.816.890/0001-53;2021-03-31;1;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;020982;ITR;103135;2021-04-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103135
07.820.907/0001-46;2021-03-31;1;CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.;020630;ITR;104134;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104134
07.857.093/0001-14;2021-03-31;1;AURA MINERALS INC.;080187;ITR;103708;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103708
07.857.850/0001-50;2021-03-31;1;GP INVESTMENTS, LTD.;080020;ITR;104369;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104369
07.859.510/0001-68;2021-03-31;1;JHSF MALLS S.A.;024473;ITR;104243;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104243
07.859.971/0001-30;2021-03-31;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;ITR;103439;2021-05-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103439
07.882.930/0001-65;2021-03-31;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;ITR;103666;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103666
07.976.147/0001-60;2021-03-31;1;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;025828;ITR;104348;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104348
08.065.557/0001-12;2021-03-31;1;TECNISA S.A.;020435;ITR;104139;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104139
08.078.847/0001-09;2021-03-31;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;ITR;103847;2021-05-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103847
08.159.965/0001-33;2021-03-31;1;IGUA SANEAMENTO S.A.;023175;ITR;104506;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104506
08.294.224/0001-65;2021-03-31;1;JHSF PARTICIPACOES S.A.;020605;ITR;103476;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103476
08.312.229/0001-73;2021-03-31;1;EZ TEC EMPREEND. E PARTICIPACOES S.A.;020770;ITR;104094;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104094
08.324.196/0001-81;2021-03-31;1;CIA ENERGETICA DO RIO GDE NORTE - COSERN;018139;ITR;103500;2021-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103500
08.343.492/0001-20;2021-03-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;020915;ITR;103948;2021-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103948
08.364.948/0001-38;2021-03-31;1;ALUPAR INVESTIMENTO S/A;021490;ITR;103703;2021-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103703
08.402.943/0001-52;2021-03-31;1;GUARARAPES CONFECCOES S.A.;004669;ITR;103973;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=103973
08.424.178/0001-71;2021-03-31;1;TECBLU TECELAGEM BLUMENAU S.A.;011215;ITR;105916;2021-06-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=105916
08.439.659/0001-50;2021-03-31;1;CPFL ENERGIAS RENOVÁVEIS S.A.;020540;ITR;104082;2021-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104082
08.467.115/0001-00;2021-03-31;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;020648;ITR;104698;2021-05-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104698
08.534.605/0001-74;2021-03-31;1;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;021636;ITR;104329;2021-05-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104329
08.560.444/0001-93;2021-03-31;1;CIA CELG DE PARTICIPACOES - CELGPAR;021393;ITR;104534;2021-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104534
08.560.444/0001-93;2021-03-31;2;CIA CELG DE PARTICIPACOES - CELGPAR;021393;ITR;104553;2021-05-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=104553
